Transaction_ID,Transaction_Date,Credit_Card_ID,Transaction_Value,Transaction_Segment
CTID18235086,2016-11-18,4803-9564-9708-3189,16866,SEG15
CTID94157630,2016-04-27,4265-2692-1676-5635,30982,SEG12
CTID40845938,2016-12-30,2992-8127-2278-9771,29506,SEG21
CTID55422232,2016-02-18,3652-5528-4808-8216,30118,SEG15
CTID78898992,2016-02-27,7725-3576-5626-3317,11173,SEG25
CTID98969710,2016-10-27,9304-4488-7872-2868,5680,SEG23
CTID93157494,2016-05-01,9360-2827-9359-7064,29437,SEG24
CTID16700777,2016-01-16,9721-7299-5635-3504,19804,SEG11
CTID68929948,2016-06-04,5747-7372-2770-2325,15629,SEG19
CTID55497486,2016-08-04,1259-5241-3561-1773,24136,SEG23
CTID36884717,2016-04-28,8361-7488-5303-1801,47521,SEG21
CTID70222721,2016-07-09,5262-2954-4306-9001,27242,SEG23
CTID24100453,2016-07-05,8794-7936-2566-9238,11322,SEG14
CTID59580836,2016-09-26,7017-9570-4103-5076,30265,SEG17
CTID95508942,2016-02-27,4819-6940-5506-8061,21774,SEG12
CTID56132129,2016-01-27,4246-1369-3659-8804,11027,SEG17
CTID18424293,2016-11-02,8376-2481-1705-6329,19848,SEG22
CTID21370626,2016-07-31,1466-1600-9312-7604,30642,SEG16
CTID23219643,2016-01-26,4783-2852-8264-4966,39242,SEG25
CTID78497918,2016-09-18,8321-8463-7644-8934,36744,SEG20
CTID80042747,2016-05-05,7815-7711-6866-1320,25951,SEG25
CTID22950628,2016-09-12,2077-2389-7798-4862,23976,SEG14
CTID56434386,2016-02-10,3007-2083-4197-9770,40919,SEG19
CTID31837137,2016-03-18,4679-5406-6408-1233,10142,SEG21
CTID44578309,2016-06-12,1846-7945-5251-4091,26401,SEG20
CTID26411767,2016-03-25,9621-6787-7890-7470,32545,SEG22
CTID81733613,2016-04-15,8231-5519-1948-3400,6591,SEG15
CTID11615109,2016-03-19,7558-5459-8235-5737,4786,SEG18
CTID71041963,2016-05-27,4971-8219-1133-6753,18453,SEG14
CTID96295666,2016-01-28,2347-2804-9899-1830,17638,SEG25
CTID16775347,2016-04-22,8262-8743-6406-7105,49982,SEG13
CTID77541705,2016-03-31,5088-4839-2639-6414,41215,SEG18
CTID20502260,2016-10-27,5805-3882-2982-9418,8225,SEG25
CTID41298050,2016-02-10,7558-5459-8235-5737,20530,SEG19
CTID54603310,2016-11-10,4646-8260-8197-7078,39310,SEG25
CTID92736208,2016-03-24,1661-3809-5334-2155,11840,SEG23
CTID40286361,2016-11-01,1652-7516-1273-1992,41531,SEG16
CTID81815342,2016-11-02,5088-4839-2639-6414,3533,SEG23
CTID49313209,2016-09-27,2524-4184-5908-6750,9741,SEG14
CTID26623801,2016-12-27,5254-4916-6547-4795,21348,SEG11
CTID76370497,2016-03-23,6042-2856-7280-2925,42341,SEG22
CTID77597438,2016-01-25,8462-5562-6993-2745,42943,SEG22
CTID67906411,2016-05-23,4646-8260-8197-7078,42345,SEG15
CTID41888927,2016-05-16,1175-3754-1370-5515,31930,SEG25
CTID74274253,2016-08-02,8115-7743-6213-9284,27920,SEG19
CTID26599215,2016-02-08,9386-8854-6115-4075,33283,SEG25
CTID21620660,2016-06-14,5530-1215-6434-9691,35501,SEG17
CTID29659817,2016-09-28,9999-3058-2698-4238,15247,SEG12
CTID79363129,2016-11-07,7234-6377-8525-5139,14760,SEG21
CTID92966568,2016-05-26,7908-3850-6633-2606,2132,SEG14
CTID12698009,2016-06-07,2595-8621-2855-9119,16810,SEG22
CTID40108338,2016-01-01,2116-6906-9722-9824,34979,SEG22
CTID34477804,2016-07-21,2535-9251-5633-3656,43472,SEG23
CTID98985184,2016-11-10,6228-9033-3508-8121,43294,SEG13
CTID94861176,2016-06-03,2949-1972-1300-6680,8030,SEG23
CTID30323713,2016-01-24,8305-2272-4553-4911,21515,SEG24
CTID20967023,2016-01-12,8467-5358-5569-3718,8270,SEG25
CTID45046948,2016-07-23,8522-7783-9262-6673,39051,SEG12
CTID60398759,2016-03-13,4803-9564-9708-3189,25372,SEG13
CTID66766124,2016-11-01,6835-6133-8935-6988,27191,SEG16
CTID70210214,2016-07-27,9083-6711-4313-1181,12990,SEG12
CTID60621653,2016-10-12,2964-4590-9510-4405,14283,SEG18
CTID13613200,2016-08-25,7416-4529-6690-5703,38453,SEG18
CTID46499308,2016-04-25,6429-7684-3108-1910,31773,SEG20
CTID76871140,2016-08-02,4818-7275-3513-3939,49785,SEG17
CTID62665694,2016-06-10,8138-6235-7062-6142,10982,SEG13
CTID62906912,2016-01-31,8341-5263-4582-7396,17610,SEG14
CTID53335387,2016-10-20,3762-3694-9841-5446,46849,SEG14
CTID31293336,2016-06-25,3323-8332-7133-7008,25187,SEG23
CTID72609921,2016-07-11,6399-9536-6027-1857,25598,SEG25
CTID27901521,2016-12-09,9157-2802-8374-1145,19335,SEG20
CTID36772775,2016-06-09,3648-6856-2869-1255,24614,SEG19
CTID63235982,2016-01-13,9207-1270-6690-4905,10594,SEG23
CTID65000561,2016-05-30,8052-5734-6162-9591,3216,SEG18
CTID72415922,2016-09-28,3525-9763-6876-7431,24612,SEG24
CTID95629337,2016-08-27,5018-8635-8433-6614,30276,SEG18
CTID51839811,2016-03-04,4246-1369-3659-8804,36577,SEG11
CTID37124046,2016-05-26,7900-3001-7632-4005,48843,SEG15
CTID61881337,2016-11-12,4341-6411-1439-6094,28394,SEG24
CTID46888613,2016-09-25,5590-1294-8800-2874,47235,SEG18
CTID14332787,2016-10-02,8031-9022-9952-9605,16111,SEG15
CTID95618205,2016-06-17,4375-1627-3683-5900,32691,SEG15
CTID67073886,2016-07-29,4310-3710-6743-6385,11364,SEG16
CTID24047618,2016-11-12,3134-9713-5764-8285,44971,SEG21
CTID24315412,2016-09-17,7168-9862-2659-8550,45987,SEG20
CTID88369526,2016-03-15,5556-4557-4566-1540,20292,SEG19
CTID24303771,2016-01-31,8685-1513-4751-8018,29222,SEG20
CTID61596114,2016-08-16,2240-2748-8514-4335,10446,SEG22
CTID48494107,2016-11-17,4294-8894-4829-7801,827,SEG16
CTID48932105,2016-04-25,6570-8163-4369-9734,28472,SEG14
CTID90821368,2016-11-28,8582-2422-3251-5767,42423,SEG18
CTID56078299,2016-08-10,3295-6390-4452-7199,27049,SEG19
CTID31844781,2016-05-20,1893-8853-9900-8478,7077,SEG23
CTID45637722,2016-12-14,5734-5619-8469-4044,28689,SEG24
CTID95000695,2016-10-13,4646-8260-8197-7078,35987,SEG19
CTID18611063,2016-06-02,2911-7555-3093-9231,14452,SEG19
CTID77219064,2016-12-26,3134-9713-5764-8285,23065,SEG24
CTID94128526,2016-08-03,4349-5976-1214-5524,11883,SEG18
CTID45970311,2016-04-20,7430-6895-6227-4665,17029,SEG11
CTID78519830,2016-11-09,3461-8685-2115-2963,25706,SEG19
CTID49505747,2016-10-10,6343-7134-9888-2361,29816,SEG13
CTID94325727,2016-10-23,4834-4297-3113-9327,27555,SEG24
CTID12967102,2016-11-28,9991-4727-7710-2269,7367,SEG20
CTID70091615,2016-01-16,2161-8530-5218-6803,45483,SEG23
CTID85966549,2016-06-10,5894-8042-7318-9450,43936,SEG19
CTID70600781,2016-01-30,3708-8801-1521-8042,26313,SEG17
CTID37082453,2016-02-17,8685-1513-4751-8018,16842,SEG14
CTID88501393,2016-10-14,5129-6974-6371-2964,28157,SEG18
CTID72004108,2016-03-22,9546-5205-4705-9447,7786,SEG13
CTID69050919,2016-10-02,8793-4049-9771-8176,2596,SEG11
CTID55369845,2016-02-21,9873-6894-5872-1884,11501,SEG11
CTID48060801,2016-12-15,9843-6858-7863-1891,32684,SEG13
CTID37485029,2016-09-02,1556-5778-6667-4345,16591,SEG24
CTID11840332,2016-05-31,4310-3710-6743-6385,27219,SEG11
CTID85181702,2016-12-18,5991-4421-8476-3804,45349,SEG19
CTID50446868,2016-10-09,7017-9570-4103-5076,40946,SEG16
CTID88093360,2016-06-02,3362-7342-4639-8164,17601,SEG13
CTID37134244,2016-11-05,2992-8127-2278-9771,25744,SEG19
CTID64323600,2016-07-20,5145-7864-6575-8768,44287,SEG13
CTID84744300,2016-10-07,5005-7427-6443-4284,15825,SEG21
CTID90745966,2016-06-10,4314-6417-5269-5130,43110,SEG16
CTID26431866,2016-02-21,4803-9564-9708-3189,3771,SEG11
CTID41260454,2016-07-06,8590-6850-6104-5846,46895,SEG22
CTID35914151,2016-02-05,1661-3809-5334-2155,48717,SEG22
CTID71323338,2016-01-26,5747-7372-2770-2325,21192,SEG16
CTID78819638,2016-09-29,9458-1130-5333-6475,3233,SEG23
CTID85155534,2016-01-17,4679-5406-6408-1233,6088,SEG17
CTID28832761,2016-03-10,6016-6956-6981-3103,33683,SEG17
CTID11312616,2016-11-26,8706-3809-5167-3899,8750,SEG13
CTID49454456,2016-08-26,8578-3662-1951-5720,17178,SEG16
CTID39361048,2016-02-06,6171-3568-7740-8072,7051,SEG11
CTID17806246,2016-01-03,5094-8484-5014-6152,47472,SEG19
CTID73271582,2016-03-15,4663-3168-7059-6778,48701,SEG14
CTID33351604,2016-07-30,6620-4005-4574-6263,8968,SEG23
CTID14981224,2016-01-08,1556-5778-6667-4345,32034,SEG15
CTID81771889,2016-12-30,9873-6894-5872-1884,37338,SEG11
CTID29130804,2016-12-05,6531-1690-4324-2760,17744,SEG15
CTID15936817,2016-05-28,6750-4821-2334-9977,47286,SEG12
CTID47316696,2016-02-20,4856-2191-9879-6388,11092,SEG15
CTID64041734,2016-03-04,4144-3271-6301-9342,27960,SEG11
CTID17873488,2016-05-20,9546-5205-4705-9447,27209,SEG24
CTID34362196,2016-05-25,1846-7945-5251-4091,25478,SEG19
CTID32700044,2016-01-25,5530-1215-6434-9691,15741,SEG13
CTID70577054,2016-05-26,4012-7774-6690-7055,32302,SEG24
CTID27908877,2016-03-21,2893-7786-7528-2338,1001,SEG14
CTID85200462,2016-10-07,3708-8801-1521-8042,42372,SEG18
CTID27296018,2016-06-30,1652-7516-1273-1992,9707,SEG19
CTID42304794,2016-06-14,8376-2481-1705-6329,17186,SEG24
CTID68072273,2016-03-24,5274-7205-2377-3357,7003,SEG25
CTID19562553,2016-10-08,8769-1185-5731-6569,28217,SEG21
CTID18300908,2016-07-09,6617-5782-1394-1632,21476,SEG14
CTID52464565,2016-01-19,2868-5606-5152-5706,46666,SEG16
CTID49098125,2016-03-01,5262-2954-4306-9001,42758,SEG20
CTID93118896,2016-04-24,2724-3903-7331-7820,5660,SEG16
CTID93941414,2016-07-27,8522-7783-9262-6673,47058,SEG12
CTID75630979,2016-01-31,6315-7338-3105-9947,30542,SEG22
CTID65828825,2016-07-29,7430-6895-6227-4665,8407,SEG14
CTID42324171,2016-07-06,5296-2987-4365-6870,13237,SEG16
CTID31101114,2016-10-15,2854-6117-5924-2770,40480,SEG25
CTID55020424,2016-01-27,6321-2048-7733-8765,4549,SEG23
CTID27844937,2016-11-21,2517-1247-3682-9050,24382,SEG25
CTID18278103,2016-04-23,2357-9896-6403-5970,34932,SEG14
CTID79787591,2016-11-03,1290-5480-3763-3387,7830,SEG21
CTID80152395,2016-07-13,6514-4444-5642-2615,39046,SEG19
CTID36230394,2016-01-08,9558-5469-2562-5608,27568,SEG11
CTID12984785,2016-05-11,6001-5945-4665-4926,8046,SEG24
CTID49394384,2016-05-28,9517-7826-1862-6726,8724,SEG18
CTID98138586,2016-01-12,4819-6940-5506-8061,9393,SEG18
CTID49384323,2016-07-12,7168-9862-2659-8550,23363,SEG25
CTID25191096,2016-09-24,2868-5606-5152-5706,26399,SEG19
CTID97108606,2016-10-05,6479-5593-2105-9060,41796,SEG18
CTID27670551,2016-03-03,7447-6644-5678-8061,26949,SEG14
CTID20442644,2016-09-16,5262-2954-4306-9001,29707,SEG17
CTID37568605,2016-12-28,6228-9033-3508-8121,7168,SEG13
CTID94177027,2016-12-08,6617-5782-1394-1632,46350,SEG23
CTID89969877,2016-04-21,1113-9175-3253-8426,11630,SEG24
CTID40657983,2016-12-22,8481-9097-2828-9363,34709,SEG15
CTID95439725,2016-07-05,5540-8588-7666-7798,16628,SEG11
CTID29422211,2016-03-17,7843-4724-2851-6218,28462,SEG23
CTID72827130,2016-09-04,9753-7718-2196-1448,37925,SEG18
CTID97359382,2016-02-17,4220-2591-3295-3300,13773,SEG12
CTID72913172,2016-11-22,8522-7783-9262-6673,15727,SEG19
CTID63602802,2016-01-23,6292-8171-2649-5336,25900,SEG21
CTID84556088,2016-07-24,2447-6299-5016-4953,16284,SEG17
CTID16172429,2016-11-07,4843-3880-6792-2259,34417,SEG16
CTID50450695,2016-06-02,8462-5562-6993-2745,36913,SEG12
CTID16453651,2016-07-28,3969-9181-6385-4422,48229,SEG24
CTID96695029,2016-02-09,8486-4186-7122-3452,31176,SEG15
CTID78929087,2016-01-20,4818-7275-3513-3939,3636,SEG14
CTID47335292,2016-11-01,5674-3252-5805-3288,30977,SEG12
CTID72386937,2016-09-10,1187-8674-2708-3972,14519,SEG18
CTID46331752,2016-10-12,6045-2636-8278-8875,8565,SEG11
CTID32690083,2016-08-27,4334-6855-2003-9239,33169,SEG23
CTID11149009,2016-11-06,9248-9032-8076-1225,6946,SEG12
CTID86162665,2016-02-19,9458-1130-5333-6475,6022,SEG24
CTID25453883,2016-08-26,5962-5634-2696-2739,35276,SEG11
CTID61496520,2016-03-12,5296-2987-4365-6870,28390,SEG12
CTID44871103,2016-10-14,8590-6850-6104-5846,43535,SEG25
CTID98584871,2016-02-23,6994-7925-9044-3458,39929,SEG18
CTID62072624,2016-05-25,4491-2026-2441-2049,48302,SEG19
CTID45542711,2016-02-19,4864-7119-5608-7611,38018,SEG15
CTID68373205,2016-07-13,6479-5593-2105-9060,29599,SEG16
CTID37689415,2016-08-31,8462-5562-6993-2745,738,SEG20
CTID29331419,2016-10-12,5316-4617-7300-3260,36953,SEG17
CTID13000637,2016-10-18,6750-4821-2334-9977,28867,SEG12
CTID55081781,2016-06-07,1290-5480-3763-3387,5457,SEG20
CTID23043917,2016-08-16,6697-9358-9213-4896,44048,SEG13
CTID30962162,2016-11-28,9162-3465-6654-4891,46458,SEG18
CTID61435785,2016-04-07,9497-8994-1281-9719,31060,SEG12
CTID55005749,2016-06-10,8769-1185-5731-6569,11932,SEG21
CTID68900064,2016-09-01,9132-7052-6630-5540,8817,SEG20
CTID51553672,2016-11-22,3461-8685-2115-2963,45998,SEG14
CTID27452357,2016-02-14,3295-6390-4452-7199,19851,SEG17
CTID62129002,2016-08-05,4349-5976-1214-5524,39711,SEG19
CTID35551049,2016-10-21,3440-1978-8156-5313,17509,SEG21
CTID92873404,2016-01-28,7224-9964-4793-3939,14065,SEG11
CTID29692752,2016-10-05,8706-3809-5167-3899,35396,SEG11
CTID96090405,2016-04-12,3544-7836-9589-7635,22126,SEG21
CTID90952985,2016-12-28,3196-5064-6247-7113,20506,SEG12
CTID11376965,2016-12-27,7290-4771-9163-1291,22326,SEG20
CTID63252665,2016-05-11,1175-3754-1370-5515,14199,SEG16
CTID40055091,2016-03-29,9083-6711-4313-1181,28132,SEG23
CTID55736455,2016-09-29,2240-2748-8514-4335,35169,SEG17
CTID74943345,2016-10-30,7430-6895-6227-4665,29584,SEG24
CTID72811000,2016-10-25,6399-9536-6027-1857,1329,SEG21
CTID33588213,2016-11-17,8069-5321-4131-7493,21985,SEG14
CTID94372272,2016-12-22,8836-7078-5752-6312,16108,SEG12
CTID18965418,2016-10-27,7276-7349-6334-3809,44925,SEG14
CTID70169706,2016-01-20,5894-8042-7318-9450,19830,SEG16
CTID62297043,2016-02-04,9304-4488-7872-2868,8731,SEG11
CTID54668653,2016-01-17,5978-8449-1139-4565,49244,SEG18
CTID39858194,2016-05-24,8138-6235-7062-6142,35589,SEG11
CTID70548658,2016-02-04,2524-4184-5908-6750,1555,SEG17
CTID77808515,2016-12-11,1123-9777-7335-9167,34130,SEG12
CTID47561833,2016-01-26,6385-4594-8055-9081,38912,SEG23
CTID72964419,2016-03-28,9138-8487-6675-4521,11999,SEG22
CTID94379376,2016-03-03,5805-3882-2982-9418,14478,SEG21
CTID51084265,2016-11-29,5533-2042-7236-9790,36960,SEG25
CTID89561733,2016-04-10,6620-4005-4574-6263,14346,SEG21
CTID27694218,2016-02-17,2077-2389-7798-4862,35439,SEG21
CTID94067092,2016-11-30,6085-9783-3284-2783,32899,SEG16
CTID89693129,2016-03-03,9425-1481-6545-6190,40130,SEG11
CTID13476409,2016-03-06,4864-7119-5608-7611,21744,SEG12
CTID74762876,2016-08-06,5587-7265-8118-7718,7551,SEG24
CTID17520104,2016-05-01,5960-5753-3689-8262,578,SEG21
CTID56249004,2016-08-29,7141-7294-3956-4408,33643,SEG25
CTID68508587,2016-04-12,5574-7647-1844-5316,35211,SEG15
CTID72263716,2016-09-08,7141-7294-3956-4408,22863,SEG25
CTID44370102,2016-04-03,3467-4873-4196-4795,23264,SEG18
CTID11611736,2016-04-01,3440-1978-8156-5313,4889,SEG13
CTID25792290,2016-11-10,2517-1247-3682-9050,27621,SEG23
CTID71712277,2016-08-25,1585-2708-4693-1454,7086,SEG21
CTID35169242,2016-06-24,1585-2708-4693-1454,17828,SEG12
CTID70345496,2016-05-04,9497-8994-1281-9719,36805,SEG12
CTID32748814,2016-12-09,4563-2673-5152-4847,39453,SEG18
CTID50439669,2016-06-22,4843-3880-6792-2259,26972,SEG22
CTID40493044,2016-02-14,8558-3872-8287-1977,4322,SEG18
CTID49808645,2016-06-18,8839-9467-3960-3997,28935,SEG24
CTID96000857,2016-12-17,6574-5513-6101-1905,2905,SEG11
CTID28440624,2016-06-20,2422-2354-4628-4556,1596,SEG15
CTID31676273,2016-11-22,4334-6855-2003-9239,42247,SEG17
CTID71039305,2016-07-12,7837-4036-5999-1672,40709,SEG23
CTID40507446,2016-06-05,1825-7669-6621-9045,9822,SEG18
CTID56174751,2016-04-28,5262-2954-4306-9001,4439,SEG18
CTID32586901,2016-07-28,7306-7457-8875-3211,8194,SEG14
CTID54547667,2016-01-08,7234-6377-8525-5139,17704,SEG24
CTID24116333,2016-06-15,2535-9251-5633-3656,28314,SEG24
CTID47668162,2016-06-19,2893-7786-7528-2338,5049,SEG13
CTID49043746,2016-11-30,1449-4529-1480-3546,5312,SEG12
CTID91621766,2016-10-31,5734-5619-8469-4044,26091,SEG13
CTID18202764,2016-09-27,2964-4590-9510-4405,33790,SEG22
CTID99449902,2016-08-10,2388-1652-4326-6035,33499,SEG12
CTID76019222,2016-09-17,2240-2748-8514-4335,7601,SEG15
CTID27736770,2016-05-24,2893-7786-7528-2338,29426,SEG22
CTID71660276,2016-06-25,4708-4407-9601-6022,8569,SEG12
CTID41866419,2016-11-16,4646-8260-8197-7078,21305,SEG13
CTID36901029,2016-09-02,3380-5311-6073-9478,26970,SEG12
CTID67702812,2016-06-26,4806-6889-9908-7496,3801,SEG18
CTID74077481,2016-03-09,6239-8641-8524-9441,13894,SEG20
CTID51583150,2016-02-03,7908-3850-6633-2606,35822,SEG14
CTID37697280,2016-01-21,2463-9055-1240-3878,12339,SEG18
CTID63100596,2016-11-22,4375-1627-3683-5900,36479,SEG19
CTID25772294,2016-06-06,6286-3397-5051-8445,9784,SEG16
CTID15304276,2016-05-11,6071-3874-2856-8755,40578,SEG13
CTID19389515,2016-10-30,5786-9833-8038-2159,19741,SEG19
CTID71315227,2016-11-06,2271-9253-1553-2843,38156,SEG12
CTID78540517,2016-05-21,6271-9924-3653-8913,25096,SEG25
CTID27912662,2016-07-13,1259-5241-3561-1773,41672,SEG13
CTID59677575,2016-08-30,9304-4488-7872-2868,32832,SEG23
CTID37970049,2016-10-21,8614-1547-9524-8444,17304,SEG23
CTID94434497,2016-08-30,1410-9622-6092-3445,14833,SEG18
CTID17572987,2016-07-03,1825-7669-6621-9045,49008,SEG21
CTID87926762,2016-06-21,4610-9984-7768-4610,49043,SEG23
CTID29543865,2016-05-20,8052-5734-6162-9591,12921,SEG11
CTID29951201,2016-12-11,9546-5205-4705-9447,15293,SEG20
CTID14858861,2016-11-16,2834-5946-1542-4074,2433,SEG11
CTID14246537,2016-06-06,4341-6411-1439-6094,19223,SEG16
CTID95706312,2016-08-30,4679-5406-6408-1233,44995,SEG24
CTID57381764,2016-06-12,3146-4961-6964-4229,5694,SEG15
CTID79395555,2016-07-03,5750-8229-8026-8893,14610,SEG11
CTID21670738,2016-05-13,2711-5438-4449-9824,39701,SEG22
CTID77238049,2016-06-01,9360-2827-9359-7064,1817,SEG13
CTID41751607,2016-10-05,7234-6377-8525-5139,35587,SEG19
CTID11855078,2016-09-17,5750-8229-8026-8893,21332,SEG13
CTID26059720,2016-11-25,3525-9763-6876-7431,8570,SEG17
CTID84435552,2016-06-29,4338-7681-3950-6850,1252,SEG16
CTID42865679,2016-01-31,9635-4234-8168-7095,9719,SEG24
CTID31480624,2016-01-26,5778-9566-9086-7555,23259,SEG20
CTID61488175,2016-05-28,2764-7023-8396-5255,3889,SEG19
CTID37558372,2016-08-06,3323-8332-7133-7008,45905,SEG17
CTID85868523,2016-05-08,3168-6552-9936-1500,41734,SEG16
CTID59715654,2016-03-20,4646-8260-8197-7078,24374,SEG11
CTID11832915,2016-12-31,6262-7793-5307-8561,38775,SEG23
CTID25982313,2016-05-23,3648-6856-2869-1255,23974,SEG21
CTID71348096,2016-12-07,5978-8449-1139-4565,31366,SEG21
CTID35217196,2016-06-29,8783-7271-8493-7931,30669,SEG20
CTID11530561,2016-10-10,3544-7836-9589-7635,211,SEG16
CTID92828527,2016-06-24,1947-8602-1695-7503,46665,SEG23
CTID14243826,2016-02-17,7306-7457-8875-3211,10019,SEG21
CTID59288959,2016-05-25,1127-9633-2269-3119,43940,SEG24
CTID86029328,2016-12-07,6699-2639-4522-6219,1949,SEG20
CTID81967505,2016-11-25,8518-4517-6409-6976,46691,SEG11
CTID18269834,2016-08-01,8528-6154-7390-5081,18462,SEG20
CTID70396482,2016-06-05,3652-5528-4808-8216,26342,SEG13
CTID21313573,2016-10-30,7382-8932-9683-9480,27946,SEG19
CTID83567333,2016-07-26,3430-7717-8611-4878,29757,SEG15
CTID56772786,2016-02-22,5251-7364-6702-5590,4291,SEG16
CTID29957386,2016-10-21,8870-2780-7399-5151,35462,SEG18
CTID22935687,2016-11-05,6620-4005-4574-6263,42919,SEG23
CTID40888382,2016-11-21,8638-5407-3631-8196,27664,SEG12
CTID60711887,2016-05-27,5786-9833-8038-2159,20816,SEG13
CTID29879076,2016-05-02,6292-8171-2649-5336,32867,SEG11
CTID43377938,2016-05-22,7199-6959-4688-2302,22022,SEG16
CTID22827020,2016-05-22,7141-7294-3956-4408,15030,SEG13
CTID78235192,2016-12-09,8321-8463-7644-8934,8547,SEG16
CTID77931762,2016-05-10,3708-8801-1521-8042,28693,SEG17
CTID84963496,2016-09-01,2595-8621-2855-9119,10037,SEG17
CTID79178345,2016-07-18,1175-3754-1370-5515,8845,SEG19
CTID25955439,2016-07-17,3114-9778-2542-3154,39307,SEG12
CTID62212781,2016-05-18,2116-6906-9722-9824,9095,SEG20
CTID81341056,2016-02-20,1290-5480-3763-3387,20782,SEG17
CTID57203756,2016-09-11,5175-8965-9249-9021,49553,SEG17
CTID61544289,2016-01-10,7017-9570-4103-5076,33752,SEG19
CTID73184862,2016-11-30,6722-7299-6082-7974,25299,SEG23
CTID66686661,2016-10-27,9132-7052-6630-5540,8656,SEG24
CTID70830181,2016-05-26,9302-6470-7735-6371,12931,SEG20
CTID30946683,2016-08-04,3991-7326-9292-2844,9664,SEG18
CTID71419035,2016-06-04,4783-2852-8264-4966,37181,SEG22
CTID73889910,2016-09-08,9207-1270-6690-4905,14921,SEG13
CTID40136531,2016-06-04,8582-2422-3251-5767,10848,SEG19
CTID42381292,2016-10-30,9458-1130-5333-6475,23634,SEG23
CTID69967187,2016-12-07,3652-5528-4808-8216,24970,SEG12
CTID43764681,2016-10-06,6258-3903-6637-5620,41421,SEG25
CTID87763288,2016-06-24,6286-3397-5051-8445,15496,SEG16
CTID23783169,2016-11-14,9621-6787-7890-7470,19596,SEG24
CTID37176267,2016-10-08,5160-8427-6529-3274,6097,SEG20
CTID33295160,2016-09-02,3458-8126-3660-8686,13049,SEG19
CTID26039267,2016-12-27,7299-3529-7767-1695,38040,SEG17
CTID86852227,2016-05-25,5530-1215-6434-9691,16800,SEG16
CTID85815693,2016-05-14,5010-4875-7956-3628,34951,SEG19
CTID91162601,2016-11-16,8177-5533-1183-4063,32270,SEG17
CTID13430143,2016-08-19,2422-2354-4628-4556,31663,SEG23
CTID36286166,2016-12-18,5088-4839-2639-6414,25697,SEG16
CTID56700543,2016-03-11,1536-9786-1960-7400,23069,SEG12
CTID30806403,2016-03-05,9161-8723-1217-5269,37894,SEG25
CTID47853911,2016-10-13,7106-4239-7093-1515,22139,SEG16
CTID62617404,2016-10-25,3762-3694-9841-5446,36400,SEG21
CTID37526586,2016-11-17,3134-9713-5764-8285,17412,SEG15
CTID53894830,2016-03-18,2517-1247-3682-9050,47510,SEG20
CTID48090918,2016-05-04,9446-5484-2517-1811,13554,SEG23
CTID12917466,2016-02-25,6722-7299-6082-7974,37658,SEG16
CTID40323815,2016-08-06,5616-5526-4836-1962,33820,SEG13
CTID72376454,2016-08-21,1556-5778-6667-4345,8732,SEG18
CTID43089357,2016-03-11,1893-8853-9900-8478,23938,SEG23
CTID22523083,2016-06-28,2854-6117-5924-2770,9337,SEG16
CTID78728774,2016-03-08,7199-4140-9327-8875,4332,SEG13
CTID24365801,2016-12-02,8869-7604-9618-3740,316,SEG23
CTID77592826,2016-07-08,5592-8244-5701-5100,39077,SEG13
CTID66806226,2016-05-09,4046-1968-8375-3680,36094,SEG16
CTID18546147,2016-04-25,8467-5358-5569-3718,17554,SEG20
CTID42552982,2016-12-16,9207-1270-6690-4905,20433,SEG13
CTID82129715,2016-10-16,4971-8219-1133-6753,20430,SEG15
CTID75595932,2016-02-07,7382-8932-9683-9480,11237,SEG15
CTID13928076,2016-08-24,5778-9566-9086-7555,34211,SEG16
CTID53751712,2016-02-10,2158-2612-7934-6228,40672,SEG22
CTID47475406,2016-07-28,3140-6494-9869-5893,17600,SEG24
CTID21789261,2016-10-21,3648-6856-2869-1255,3801,SEG14
CTID49038911,2016-03-11,2595-8621-2855-9119,47291,SEG19
CTID33943479,2016-08-02,1629-9566-3285-2123,43988,SEG25
CTID79058640,2016-02-08,4138-5166-7490-1188,47495,SEG24
CTID71306352,2016-08-23,4806-6889-9908-7496,49396,SEG13
CTID69589322,2016-08-09,3414-4178-9784-9954,45734,SEG22
CTID25382946,2016-05-31,8673-7935-5776-9119,15920,SEG11
CTID25965746,2016-08-21,2219-4852-5937-6242,28958,SEG20
CTID95097233,2016-07-30,2357-9896-6403-5970,6551,SEG13
CTID57930138,2016-10-25,6429-7684-3108-1910,1498,SEG13
CTID25580120,2016-11-06,3513-5475-4629-7570,26462,SEG13
CTID19199737,2016-02-12,3970-3872-2591-7629,49776,SEG14
CTID60478894,2016-03-07,2201-1387-2319-6874,7068,SEG20
CTID70581124,2016-01-22,8262-8743-6406-7105,32612,SEG20
CTID50931098,2016-09-06,5960-5753-3689-8262,11521,SEG13
CTID65227654,2016-01-01,3134-9713-5764-8285,23170,SEG14
CTID58461059,2016-07-02,7199-6959-4688-2302,27290,SEG19
CTID88206261,2016-07-02,9018-5320-5729-5393,10254,SEG18
CTID90993933,2016-02-03,2342-6589-6557-6739,13578,SEG14
CTID63310835,2016-04-12,8177-5533-1183-4063,11498,SEG22
CTID43547984,2016-04-12,5991-4421-8476-3804,44254,SEG20
CTID22057836,2016-04-29,1159-7886-1385-5540,39549,SEG22
CTID50759010,2016-07-18,6994-7925-9044-3458,44108,SEG19
CTID63235115,2016-06-26,8462-5562-6993-2745,5750,SEG14
